ITEM,description,WIDTH,UPC,cost,chop,join,group
264970,"W1 PETITE BRUSHED NICKEL 3/4""",0.75,720472198554,4.93,8.78,9.78,Wood
264971,"W1 PETITE BRUSHED BRASS 3/4""",0.75,720472198561,4.93,8.78,9.78,Wood
264972,"W1 PETITE BRUSHED BRONZE 3/4""",0.75,720472198578,4.93,8.78,9.78,Wood
264973,"W1 PETITE BRUSHED STEEL 3/4""",0.75,720472198585,4.93,8.78,9.78,Wood
265974,"W1 PETITE GOLD PANEL 7/8""",0.875,720472198592,4.82,8.57,9.57,Wood
265975,"W1 PETITE SILVER PANEL 7/8""",0.875,720472198608,4.81,8.56,9.56,Wood
265976,"W1 PETITE PEWTER PANEL 7/8""",0.875,720472198615,4.81,8.56,9.56,Wood
265977,"W1 PETITE BRONZE PANEL 7/8""",0.875,720472198622,4.82,8.57,9.57,Wood
266900,"W1 LISBON AGED HONEY REV 7/8""",0.8125,720472158299,9.53,12.79,13.79,Wood
266902,"W1 LISBON AGED WALNUT REV 7/8""",0.8125,720472158312,9.53,12.79,13.79,Wood
266903,"W1 LISBON AGED BLACK REV 7/8""",0.8125,720472158329,9.52,12.79,13.79,Wood
267975,"W1 PETITE SILVER BEVEL 13/16""",0.8125,720472198646,5.15,9.17,10.17,Wood
267976,"W1 PETITE PEWTER BEVEL 13/16""",0.8125,720472198653,5.16,9.21,10.21,Wood
267977,"W1 PETITE BRONZE BEVEL 13/16""",0.8125,720472198660,5.14,9.17,10.17,Wood
269240,"W1 LANCASTER GREY CAP 13/16""",0.8125,720472173308,8.73,12.41,13.41,Wood
269250,"W1 LANCASTER TAN CAP 13/16""",0.8125,720472173315,8.98,13.39,14.39,Wood
269260,"W1 LANCASTER BLACK CAP 13/16""",0.8125,720472173322,8.73,12.41,13.41,Wood
270706,"W2 OLSEN MAPLE FLAT 1 1/2""",1.5,720472199698,5.75,8,9,Wood
270708,"W2 OLSEN OAK FLAT 1 1/2""",1.5,720472199704,5.75,8,9,Wood
271153,"W1 SPENCER SIL SLOPE 3/4""",0.75,720472198899,6.3,8.58,9.58,Wood
271154,"W1 SPENCER II GOLD SLOPE 3/4""",0.75,720472198967,6.3,8.58,9.58,Wood
272110,"W1 Cumberland 3/4""Cap Whte Oak",0.75,720472195775,8.79,13.23,14.23,Wood
272111,"W1 Cumberland 3/4"" Cap Cherry",0.75,720472195782,6.35,9.55,10.55,Wood
272112,"W1 Cumberland 3/4"" Cap Cherry",0.75,720472195799,6.73,10.09,11.09,Wood
272113,"W1 Cumberland II 3/4"" Cap",0.75,720472196499,10.78,17.1,18.1,Wood
272310,"HANS WISHBONE CAP 3/4""",0.75,720472198370,4.93,7.91,8.91,Wood
272311,"HANS HARE CAP 3/4""",0.75,720472198387,4.95,7.92,8.92,Wood
272312,"HANS MUSKRAT CAP 3/4""",0.75,720472198394,4.95,7.93,8.93,Wood
272313,"HANS PHEASANT CAP 3/4""",0.75,720472198400,4.93,7.91,8.91,Wood
272710,"ALDEN EBON WALNUT CAP 3/4""",0.75,720472199834,7.84,12.54,13.54,Wood
272712,"ALDEN DK WALNUT CAP 3/4""",0.75,720472199841,7.84,12.54,13.54,Wood
274110,"W1 Alloy 3/4"" Cap Rev Bevel",0.75,720472196161,5.18,8.65,9.65,Wood
274111,"W1 Alloy 3/4"" Cap Rev Bevel GU",0.75,720472196178,5.89,8.61,9.61,Wood
274112,"W1 Alloy 3/4"" Cap Rev Bevel",0.75,720472196185,6.07,8.86,9.86,Wood
274113,"W1 Alloy 3/4"" Cap Rev Bevel",0.75,720472196192,5.96,8.7,9.7,Wood
275870,W2 COLOSSEUM II ST PEWTR 1 1/2,1.5,720472199353,8.95,13.04,14.04,Wood
275871,W2 COLOSSEUM II TARN SIL 1 1/2,1.5,720472199360,8.95,13.04,14.04,Wood
275872,W2 COLOSSEUM II MOON GLD 1 1/2,1.5,720472199377,8.95,13.04,14.04,Wood
275874,W2 COLOSSEUM II TITANIUM 1 1/2,1.5,720472199384,8.95,13.04,14.04,Wood
275876,W2 COLOSSEUM II STEEL BL 1 1/2,1.5,720472199391,8.95,13.04,14.04,Wood
275877,"W2 COLOSSEUM CP BL OXID 1 1/2""",1.5,720472197229,8.95,13.04,14.04,Wood
277605,"W0 AXEL ANT CHESTNUT CAP 3/4""",0.75,720472181310,13.58,15.63,16.63,Wood
277610,"W0 AXEL SMOKED TIMBER CAP 3/4""",0.75,720472181327,13.57,15.62,16.62,Wood
281320,"W1 HARLOW TALL SLANT MIRROR 1""",1,720472180856,10.13,14.28,15.28,Wood
282212,"W2 SENELAR 1"" NOUVEAU",1.0625,720472140041,18.46,24.69,25.69,Wood
284712,"W1 ALLEGRA ANTIQUE GOLD 3/4""",0.75,720472127271,5.53,8.47,9.47,Wood
284714,"W1 ALLEGRA ANTIQUE SILVER 3/4""",0.75,720472127288,5.53,8.47,9.47,Wood
287615,"W1 EASTLAKE BLACK 7/8""",0.875,720472128223,3.46,4.86,5.86,Wood
288615,"W1 ANVIL BOLTED STEEL 3/4""",0.6875,720472181419,8.8,11.54,12.54,Wood
288620,"W1 ANVIL REBAR AGED STEEL 3/4""",0.6875,720472181426,8.8,11.54,12.54,Wood
289630,"W1 ANVIL II ENHNCR 3/4"" OIL ST",0.6875,720472182485,8.41,10.85,11.85,Wood
291615,"W0 ANVIL BOLTED STEEL CAP 3/4""",0.6875,720472181433,11.74,13.86,14.86,Wood
291BDG,W1 291BDG 3/4,0.8125,720472100861,6.68,9.72,10.72,Wood
292630,"W1 ANVIL II CAP 3/4"" OILD STL",0.6875,720472182492,11.35,12.96,13.96,Wood
294110,"W1 Alloy 1"" Cap Rev Bevel",1,720472196208,8.18,11.97,12.97,Wood
294112,"W1 Alloy 1"" Cap Rev Bevel GOLD",1,720472196222,8.17,11.94,12.94,Wood
294113,"W1 Alloy 1"" Cap Rev Bevel ChMP",1,720472196239,8.14,11.93,12.93,Wood
294526,"W0 ANSLEY BLACK LG CAP 3/4""",0.75,720472180047,5.59,8.84,9.84,Wood
296350,"W1 BROOKLYN BLK DOME  1""",1,720472163279,3,5.46,6.46,Wood
296351,"BROOKLYN WHITE DOME 1""",1,720472197571,3,5.46,6.46,Wood
297602,"W1 CARNIVALE CAP PINCOL 13/16""",0.8125,720472197489,4.85,9.47,10.47,Wood
297603,"W1 CARNIVALE CAP GD SUN 13/16""",0.8125,720472197496,5.19,9.3,10.3,Wood
297605,"W1 CARNIVALE CAP CHLRED 13/16""",0.8125,720472197519,4.22,9.23,10.23,Wood
297607,"W1 CARNIVALE CAP RFBLUE 13/16""",0.8125,720472197533,5.08,8.98,9.98,Wood
297608,"W1 CARNIVALE CAP SEA BL 13/16""",0.8125,720472197540,5.12,9.3,10.3,Wood
297609,"W1 CARNIVALE CAP COF BN 13/16""",0.8125,720472197557,5.41,9.23,10.23,Wood
298201,"Shutter 1 9/16"" Black",1.5625,720472196352,5.12,7.81,8.81,Wood
300750,"W1 SOFIA BRZ CAP W/LEAF 15/16""",0.9375,720472154895,9.98,13.93,14.93,Wood
300751,"W1 SOFIA GLD CAP W/LEAF 15/16""",0.9375,720472154840,10.58,14.78,15.78,Wood
300752,"W1 SOFIA IRN CAP W/LEAF 15/16""",0.9375,720472154796,10.48,14.66,15.66,Wood
302100,"W1 H4 Sm Scoop 1 1/4"" Nat",1.25,720472191890,8.31,12.81,13.81,Wood
303175,W1 CRANBROOK NAT WAL SLANT 3/4,0.75,720472167932,8.75,13.82,14.82,Wood
303176,W1 CRANBROOK DRK WAL SLANT 3/4,0.75,720472167925,8.95,14.16,15.16,Wood
303177,W1 CRANBROOK NAT MPL SLANT 3/4,0.75,720472167901,8.63,14.31,15.31,Wood
303180,W1 CRANBROOK EBN WAL SLANT 3/4,0.75,720472167918,8.89,14,15,Wood
303181,W1 CRANBROOK NAT CHR SLANT 3/4,0.75,720472167888,10.26,14.49,15.49,Wood
303CG,W1 CLASSIC GOLD 1,1,720472101035,6.89,10.98,11.98,Wood
304452,"W2 MUSEO GOLD SCOOP 1 3/16""",1.1875,720472196604,3.97,6.34,7.34,Wood
304453,"W2 MUSEO SILVER SCOOP 1 3/16""",1.1875,720472196611,3.97,6.34,7.34,Wood
304454,"W2 MUSEO BLACK SCOOP 1 3/16""",1.1875,720472196628,3.71,5.94,6.94,Wood
305621,"W1 MAISON ASH 1 1/8""",1.125,720472197137,5.41,8.65,9.65,Wood
306180,"W2 HUDSON GOLD WHISTLER 1 1/2""",1.5,720472172615,7.43,11.04,12.04,Wood
307680,"W2 ARTIFACT ANT GREY GC 1 1/8""",1.125,720472142366,9.36,13.68,14.68,Wood
307682,"W2 ARTIFACT ANT BLK GC 1 1/8""",1.125,720472142373,9.36,13.68,14.68,Wood
309100,"W2 EIFFEL 1 9/16"" SWAN SILVER",1.5625,720472193351,9.98,14.5,15.5,Wood
309110,"W2 EIFFEL 1 9/16"" SWAN PEWTER",1.5625,720472193368,9.58,13.89,14.89,Wood
309120,"W2 EIFFEL 1 9/16"" SWAN GOLD",1.5625,720472193375,9.63,13.98,14.98,Wood
309130,"W2 EIFFEL 1 9/16"" SWAN BRONZE",1.5625,720472193382,9.72,14.1,15.1,Wood
312680,"W2 ARTIFACT ANT GREY DB 1 1/4""",1.25,720472155267,11.22,16.4,17.4,Wood
312682,"W2 ARTIFACT ANT BLK DB 1 1/4""",1.25,720472155274,11.22,16.4,17.4,Wood
313183,"CRANBROOK WHT WASH MAPLE 1""",1,720472197601,5.82,8.62,9.62,Wood
313674,"W1 CRANBROOK EBONIZED WAL 1""",1,720472150606,7.77,10.04,11.04,Wood
313675,"W1 CRANBROOK NATURAL WAL 1""",1,720472150613,6.88,10.01,11.01,Wood
313676,"W1 CRANBROOK DARK WALNUT 1""",1,720472150620,7.29,9.88,10.88,Wood
313677,"W1 CRANBROOK NAT MAPLE 1""",1,720472150637,6.58,10.72,11.72,Wood
313710,"ALDEN EBON WAL CURVE 1 1/8""",1.125,720472199872,18.75,30,31,Wood
313712,"ALDEN DK WAL CURVE 1 1/8""",1.125,720472199889,18.75,30,31,Wood
314240,"W2 KOMODO RED CUBE 1 1/2""",1.5,720472182614,7.77,10.76,11.76,Wood
314250,"W2 KOMODO BLACK CUBE 1 1/2""",1.5,720472182621,7.76,10.74,11.74,Wood
315173,"W1 OLMSTED SILVER 15/16""",0.9375,720472167710,9.18,13.73,14.73,Wood
316180,"W2 HUDSON GOLD SCOOP 1 5/8""",1.625,720472172677,6.6,10.75,11.75,Wood
316190,"W2 HUDSON SILVER SCP 1 5/8""",1.625,720472172684,6.66,10.72,11.72,Wood
316200,W2 HUDSON II IVORY SCOOP 1 5/8,1.625,720472183772,6.13,9.86,10.86,Wood
316210,W2 HUDSON II BLK SCOOP 1 5/8,1.625,720472183789,6.41,10.32,11.32,Wood
316220,W2 HUDSON II BLKGLD SCP 1 5/8,1.625,720472183796,6.52,10.42,11.42,Wood
316516,"W1 ANSLEY CHERRY 1""",1,720472144469,5.03,7.6,8.6,Wood
316519,"W1 ANSLEY MAHOGANY 1""",1,720472144490,3.98,6.59,7.59,Wood
316526,"W1 ANSLEY BLACK 1""",1,720472180054,4.44,6.81,7.81,Wood
317100,"W2 SPOLETO SM CUBE SIL 1 1/8""",1.125,720472191340,8.44,13.85,14.85,Wood
317110,"W2 SPOLETO SM CUBE PT  1 1/8""",1.125,720472191357,8.58,14.1,15.1,Wood
317130,"W2 SPOLETO SM CUBE BRZ  1 1/8""",1.125,720472191364,8.48,13.91,14.91,Wood
317602,"W2 WALNUT BURL FLAT 1 1/4""",1.1875,720472126403,7.67,11.01,12.01,Wood
318317,W2 DRAYTON BLK&GLD CURVE 1 1/4,1.1875,720472194259,4.25,6.16,7.16,Wood
319712,"W1 ALLEGRA ANTIQUE GOLD 1""",1,720472127318,7.89,12.45,13.45,Wood
320940,"W2 GALLERY 1 BLACK SCP 1 1/2""",1.5,720472159760,5.61,9.33,10.33,Wood
320941,"W2 GALLERY 1 WHITE SCP 1 1/2""",1.5,720472159777,5.45,9.06,10.06,Wood
321720,"W1 VERMONT BRICK RED 1""",1,720472154246,6.65,10.93,11.93,Wood
321721,"W1 VERMONT DENIM 1""",1,720472154253,6.44,10.59,11.59,Wood
321723,"W1 VERMONT THUNDER GRAY 1""",1,720472154277,6.62,10.89,11.89,Wood
321725,"W1 VERMONT SADDLE BROWN 1""",1,720472154291,6.44,10.58,11.58,Wood
322206,"W0 SHOJI DK WAL FLOAT 2""",2,720472199636,7.52,9.83,10.83,Wood
322208,"W0 SHOJI EB WAL FLOAT 2""",2,720472199643,7.52,9.83,10.83,Wood
322440,"W0 BAUHAUS II WHITE FLOAT 2""",1.875,720472199056,10.19,11.63,12.63,Wood
322450,"W0 BAUHAUS II BLACK FLOAT 2""",1.875,720472199063,9.57,10.92,11.92,Wood
323960,"W2 FLAX OYSTER LINER 1 1/16""",1.0625,720472159883,3.36,6.89,7.89,Liner
323962,"W2 FLAX SAND LINER 1 1/16""",1.0625,720472159890,3.6,7.37,8.37,Liner
324940,"W0 GALLERY 1 BLACK FLOAT 2""",2,720472159807,6.53,10.45,11.45,Wood
324941,"W0 GALLERY 1 WHITE FLOAT 2""",2,720472159814,6.53,10.45,11.45,Wood
325100,"W2 SPOLETO LG CUBE SIL 1 9/16""",1.5625,720472191371,11.44,17.42,18.42,Wood
325110,"W2 SPOLETO LG CUBE PT  1 9/16""",1.5625,720472191388,11.4,17.36,18.36,Wood
325130,"W2 SPOLETO LG CUBE BRZ 1 9/16""",1.5625,720472191395,11.43,17.4,18.4,Wood
325904,W1 METALIA II BLACK LG CUBE,1.5625,720472196901,6.72,10.74,11.74,Wood
325905,W1 METALIA II SILVER LG CUBE,1.5625,720472196918,6.72,10.74,11.74,Wood
325906,W1 METALIA II GOLD LG CUBE,1.5625,720472196925,6.72,10.74,11.74,Wood
325907,W1 METALIA II CHAMPAGNE LG CU,1.5625,720472196932,6.72,10.74,11.74,Wood
325908,W1 METALIA II BRASS LG CUBE,1.5625,720472196949,6.72,10.74,11.74,Wood
325909,W1 METALIA II GMETAL LG CUBE,1.5625,720472196956,6.72,10.74,11.74,Wood
326180,"W2 HUDSON GOLD SCOOP 1 3/4""",1.75,720472172691,7.99,11.55,12.55,Wood
326190,"W2 HUDSON SILVER SCP 1 3/4""",1.75,720472172707,7.49,11.11,12.11,Wood
326200,W2 HUDSON II IVORY SCOOP 1 3/4,1.75,720472183802,7.31,11.13,12.13,Wood
326210,W2 HUDSON II BLACK SCOOP 1 3/4,1.75,720472183819,7.31,11.13,12.13,Wood
326220,W2 HUDSON II BLKGLD SCP 1 3/4,1.75,720472183826,8.11,11.66,12.66,Wood
327100,W2 SPOLETO SCOOP SILVER 1 3/16,1.1875,720472191401,6.88,11.72,12.72,Wood
327110,W2 SPOLETO SCOOP PEWTER 1 3/16,1.1875,720472191418,6.98,11.9,12.9,Wood
332900,"W1 FOUNDRY FLAT BRASS 1 1/8""",1.125,720472179737,9.6,13.7,14.7,Wood
332902,"W1 FOUNDRY FLAT IRON 1 1/8""",1.125,720472179744,9.75,13.93,14.93,Wood
332904,"W1 METALIA BLACK 1 1/8""",1.125,720472137355,6.28,9.18,10.18,Wood
332905,"W1 METALIA SILVER 1 1/8""",1.125,720472137362,6.28,9.18,10.18,Wood
332906,"W1 METALIA GOLD 1 1/8""",1.125,720472137379,6.28,9.18,10.18,Wood
332907,"W1 METALIA CHAMPAGNE 1 1/8""",1.125,720472137386,6.28,9.18,10.18,Wood
332908,"W1 METALIA BRASS 1 1/8""",1.125,720472137393,6.28,9.18,10.18,Wood
332909,"W1 METALIA II GUNMETAL 1 1/8""",1.125,720472196871,6.01,9.61,10.61,Wood
334082,"W1 SOHO BLK SHT CAP W/BEV 7/8""",0.875,720472134842,3.78,5.15,6.15,Wood
334084,"W1 SOHO BLK W/SIL CAP/BEV 7/8""",0.875,720472134859,3.73,5.05,6.05,Wood
334086,"W1 SOHO BLK W/GLD CAP/BEV 7/8""",0.875,720472134866,3.77,5.05,6.05,Wood
334134,"W1 PETITE TWO TONED SLV 15/16""",0.9375,720472172448,6.34,10.54,11.54,Wood
334916,"W1 PETITE BLK/SLVR 15/16""",0.9375,720472160612,6.23,10.45,11.45,Wood
334917,"W1 PETITE BLK/GOLD 15/16""",0.9375,720472160629,6.23,10.44,11.44,Wood
335554,"W2 FERROSA IRON 1 1/8""",1.125,720472146623,9.63,13.97,14.97,Wood
335556,"W2 FERROSA BRONZE 1 1/8""",1.125,720472146630,9.37,13.6,14.6,Wood
336180,"W2 HUDSON GOLD FLAT 1 1/2""",1.4375,720472172776,5.12,8.72,9.72,Wood
336190,"W2 HUDSON SILVER FLAT 1 1/2""",1.4375,720472172783,4.86,8.32,9.32,Wood
336200,W2 HUDSON II IVORY FLAT 1 1/2,1.5,720472183833,4.67,7.86,8.86,Wood
336210,W2 HUDSON II BLACK FLAT 1 1/2,1.5,720472183840,4.69,7.92,8.92,Wood
336220,W2 HUDSON II BLKGLD FLAT 1 1/2,1.5,720472183857,4.83,8.23,9.23,Wood
337591,"W2 MARAIS EUR GOLD 1""",1,720472146746,5.57,8.36,9.36,Wood
337592,"W2 MARAIS EUR SILVER 1""",1,720472146753,5.57,8.36,9.36,Wood
337593,"W2 MARAIS BLACK SCOOP 1""",1,720472156653,6.3,9.49,10.49,Wood
338120,"W1 DRESDEN BLACK 1 3/8""",1.375,720472163415,7.84,10.93,11.93,Wood
340CB,W2 CLASSIC BLACK 1 1/8,1.125,720472101233,5.38,8.45,9.45,Wood
341482,"W1 JASPER BLACK CAP 1 1/2""",1.5,720472199179,6.58,9.75,10.75,Wood
341484,"W1 JASPER WHITE CAP 1 1/2""",1.5,720472199186,7.53,10.1,11.1,Wood
343804,"W0 GAL1/SILH BLK FLOAT 1 3/4""",1.75,720472159784,5.38,8.84,9.84,Wood
343805,"W0 GALLERY 1 WHT FLOAT 1 3/4""",1.75,720472159791,5.41,8.85,9.85,Wood
344790,"GRAMERCY BLACK FLOAT 1 3/8""",1.75,720472153348,7.54,10.8,11.8,Wood
344791,"GRAMERCY SILVER FLOAT 1 3/8""",1.75,720472153355,7.02,8.44,9.44,Wood
345082,"W2 SOHO BLK ROOF CAP 1 1/8""",1,720472134873,5.92,8.46,9.46,Wood
345086,W2 SOHO BLK/GLD ROOF CAP 1 1/8,1,720472134897,5.78,8.56,9.56,Wood
345790,"W2 GRAMERCY BLACK FLAT 1 1/2""",1.5,720472153362,4.49,6.39,7.39,Wood
345791,"W2 GRAMERCY SILVER FLAT 1 1/2""",1.5,720472153379,4.78,5.46,6.46,Wood
346640,"W2 SEDONA SANDUNE 1 3/8""",1.375,720472126922,6.48,11.16,12.16,Wood
346641,"W2 SEDONA DRIFTWOOD 1 3/8""",1.375,720472126939,6.09,10.48,11.48,Wood
346642,"W2 SEDONA CANYON 1 3/8""",1.375,720472126946,6.13,10.58,11.58,Wood
346790,"W2 GRAMERCY BLACK CUBE 1 5/8""",1.625,720472153386,6.03,9.03,10.03,Wood
346791,"W2 GRAMERCY SILVER CUBE 1 5/8""",1.625,720472153393,4.99,6.94,7.94,Wood
347630,"W2 CONFETTI BLACK 1 3/4""",1.75,720472150545,5.69,8.55,9.55,Wood
347635,"W2 CONFETTI RED 1 3/4""",1.75,720472149945,5.69,8.55,9.55,Wood
347640,"W2 CONFETTI BLUE 1 3/4""",1.75,720472149990,5.69,8.55,9.55,Wood
350285,"W2 TRIBECA REVERSE 1 1/2""",1.4375,720472139755,4.13,7.04,8.04,Wood
350286,"W2 WHITE REVERSE 1 1/2""",1.4375,720472142656,4.52,7.89,8.89,Wood
350790,"W1 LUCERNE ONYX/SILVER 1 1/4""",1.25,720472154505,12.55,17.71,18.71,Wood
350791,"W1 LUCERNE SAGE/SILVER 1 1/4""",1.25,720472154512,12.98,18.32,19.32,Wood
350793,"W1 LUCERNE TOPAZ 1 1/4""",1.25,720472154536,13.42,18.94,19.94,Wood
351800,"W2 BELMONT LT OLIVE CAP 1 1/2""",1.5,720472154642,15.08,20.18,21.18,Wood
351801,"W2 BELMONT MD OLIVE CAP 1 1/2""",1.5,720472154659,15.07,20.17,21.17,Wood
351802,"W2 BELMONT DK OLIVE CAP 1 1/2""",1.5,720472154666,15.07,20.46,21.46,Wood
354301,"W1 BRITTANY CHAR BLACK 1 1/2""",1.5,720472179386,12.91,16.59,17.59,Wood
354302,"W1 BRITTANY SHELL WHITE 1 1/2""",1.5,720472179393,12.86,16.3,17.3,Wood
354304,"W1 BRITTANY SAGE GREEN 1 1/2""",1.5,720472179416,12.58,17.4,18.4,Wood
354706,"W0 OLSEN MAPLE FLOAT 2""",2,720472199797,16.07,22.38,23.38,Wood
354708,"W0 OLSEN OAK FLOAT 2""",2,720472199803,16.07,22.38,23.38,Wood
355904,"W1 METALIA BLACK 2"" FLOAT",2,720472137409,11.13,16.25,17.25,Wood
355905,"W1 METALIA SILVER 2"" FLOAT",2,720472139120,11.13,16.25,17.25,Wood
355906,"W1 METALIA GOLD 2"" FLOAT",2,720472139137,11.13,16.25,17.25,Wood
355907,"W1 METALIA CHAMPAGNE 2"" FLOAT",2,720472139144,11.13,16.25,17.25,Wood
355908,"W1 METALIA BRASS 2"" FLOAT",2,720472139151,11.13,16.25,17.25,Wood
355909,"W0 METALIA II GUNMETAL 2"" FLT",2,720472196888,10.64,17.03,18.03,Wood
356350,"W2 BROOKLYN BLK FLAT 1 3/8""",1.375,720472163194,3.62,6.38,7.38,Wood
356351,"BROOKLYN WHITE FLAT 1 3/8""",1.375,720472197588,3.62,6.38,7.38,Wood
357591,"W2 MARAIS EUR GOLD SCP 1 5/8""",1.625,720472146760,7.59,11.28,12.28,Wood
357592,W2 MARAIS EUR SILVER SCP 1 5/8,1.625,720472146777,7.37,10.95,11.95,Wood
357593,"W2 MARAIS BLACK SCOOP 1 5/8""",1.625,720472156660,8.12,12.15,13.15,Wood
358184,W1 L7 SLVR/WHT 1 1/2 H x 5/8 W,0.6875,720472168731,13.75,16.26,17.26,Wood
358185,W1 L7 GOLD/BLK 1 1/2 H x 5/8 W,0.6875,720472168748,12.71,15.25,16.25,Wood
359240,"W1 LANCASTER GREY REV 1 1/4""",1.25,720472173339,7.3,10.71,11.71,Wood
359260,"W1 LANCASTER BLACK REV 1 1/4""",1.25,720472173353,7.29,10.71,11.71,Wood
360810,"W2 CALAIS GOLD 1 5/8""",1.625,720472156356,8.99,13.65,14.65,Wood
360814,"W2 CALAIS BLACK 1 5/8""",1.625,720472156370,8.86,13.41,14.41,Wood
363101,"W1 CABANA RIVIERA RED 7/8""",0.8125,720472197809,5.78,8.06,9.06,Wood
363102,"W1 CABANA SAILOR WHITE 7/8""",0.8125,720472197816,5.78,8.06,9.06,Wood
363103,"W1 CABANA SEAL BLACK 7/8""",0.8125,720472197823,5.78,8.06,9.06,Wood
363104,"W1 CABANA BEACH PEBBLE 7/8""",0.8125,720472197830,5.78,8.06,9.06,Wood
363105,"W1 CABANA PROVENCE BLUE 7/8""",0.8125,720472197847,5.78,8.06,9.06,Wood
363115,"W1 CABANA GROTTO GREEN 7/8""",0.8125,720472197854,5.78,8.06,9.06,Wood
363116,"W1 CABANA AMALFI GREEN 7/8""",0.8125,720472197861,5.78,8.06,9.06,Wood
363119,"W1 CABANA NAUTICAL NAVY 7/8""",0.8125,720472197878,5.78,8.06,9.06,Wood
363124,"W1 CABANA CABANA BLUE 7/8""",0.8125,720472197885,5.78,8.06,9.06,Wood
363125,"W1 CABANA AUBERGINE 7/8""",0.8125,720472197892,5.78,8.06,9.06,Wood
363176,"W1 CRANBROOK DRK WAL CAP 1""",0.8125,720472167994,11.95,18.26,19.26,Wood
363177,"W1 CRANBROOK NAT MPL CAP 1""",0.8125,720472167970,14.18,21.6,22.6,Wood
363180,"W1 CRANBROOK EBN WAL CAP 1""",0.8125,720472167987,12.44,19,20,Wood
364206,"W2 SHOJI DK WAL LG CUBE 1 1/8""",1.125,720472199612,3.32,4.34,5.34,Wood
364208,"W2 SHOJI EB WAL LG CUBE 1 1/8""",1.125,720472199629,3.32,4.34,5.34,Wood
364706,"W1 OLSEN MAPLE TALL CAP 1""",1,720472199711,6.08,8.47,9.47,Wood
364708,"W1 OLSEN OAK TALL CAP 1""",1,720472199728,6.08,8.47,9.47,Wood
367192,"W1 DOMUS CHMPGN SLANT 1 13/16""",1.75,720472177733,13.87,19.39,20.39,Wood
367194,"W1 DOMUS SLVR SLANT 1 13/16""",1.75,720472177740,11.8,18.08,19.08,Wood
370285,"W2 TRIBECA LG RIBBED 1 5/8""",1.5625,720472139779,4.09,7.01,8.01,Wood
371560,"W2 INTERMEZZO MAHOG 1 1/8""",1,720472180924,11.62,16.14,17.14,Wood
371570,"W2 INTERMEZZO SABLE 1 1/8""",1,720472180931,11.62,16.13,17.13,Wood
372124,"W2 RAVELLO CRSGRN MP FT 1 1/4""",1.25,720472197076,4.01,6.41,7.41,Wood
372125,W2 RAVELLO ELM BURL FLAT 1 1/4,1.25,720472197083,4.01,6.41,7.41,Wood
372126,"W2 RAVELLO DANIELA WAL 1 1/4""",1.25,720472197090,4.01,6.41,7.41,Wood
372127,"W2 RAVELLO POPLAR BURL 1 1/4""",1.25,720472197106,4.01,6.41,7.41,Wood
372128,"W2 RAVELLO BIRDSEYE FT 1 1/4""",1.25,720472197113,4.01,6.41,7.41,Wood
372206,"W2 SHOJI DK WAL CUBE 1 3/16""",1.1875,720472199650,2.73,3.56,4.56,Wood
372208,"W2 SHOJI EB WAL CUBE 1 3/16""",1.1875,720472199667,2.73,3.56,4.56,Wood
372247,"W2 RENZO BLONDE BURL FL 1 1/4""",1.1875,720472197908,9.02,12.55,13.55,Wood
372285,"W2 TRIBECA SMALL CUBE 1 1/4""",1.1875,720472139748,4.22,7.3,8.3,Wood
372286,"W2 WHITE SMALL CUBE 1 1/4""",1.1875,720472142649,4.49,7.79,8.79,Wood
372440,"W2 BAUHAUS II WHT SM FL 1 1/4""",1.1875,720472199070,3.93,4.62,5.62,Wood
372450,"W2 BAUHAUS II BLK SM FL 1 1/4""",1.1875,720472199087,3.81,4.53,5.53,Wood
374234,"W2 MODERNE GOLD SLANT 1 1/4""",1.1875,720472196796,4.95,7.17,8.17,Wood
374236,"W2 MODERNE SILV SLANT 1 1/4""",1.1875,720472196802,4.95,7.17,8.17,Wood
374650,"W2 TATE BLACK CUBE 1 1/4""",1.25,720472181198,4.99,7.18,8.18,Wood
374660,"W2 TATE SILVER CUBE 1 1/4""",1.25,720472181204,4.99,7.18,8.18,Wood
374670,"W2 TATE GOLD CUBE 1 1/4""",1.25,720472182423,6.5,9.04,10.04,Wood
376900,"W2 LISBON AGED HONEY 1 3/4""",1.75,720472158336,17.28,21.49,22.49,Wood
376903,W2 LISBON AGED BLACK REV 1 3/4,1.75,720472158367,17.28,21.48,22.48,Wood
37-781P,"WWOODS FOG GREY BEVEL 5/8""",0.625,720472187725,4.55,6.03,7.03,Wood
37-783P,"WWOODS SANTA CRUZ SEA BVL 5/8""",0.625,720472184519,4.54,6.02,7.02,Wood
37-784P,"WWOODS MONTEREY BAY BLUE 5/8""",0.625,720472187749,4.56,6.04,7.04,Wood
37-785P,"WWOODS TANGERINE BEVEL 5/8""",0.625,720472184526,4.55,6.03,7.03,Wood
37-786P,"WWOODS BEACH BLONDE BEVEL 5/8""",0.625,720472184533,4.54,6.02,7.02,Wood
37-787P,"WWOODS RIVER ROCK TAN BVL 5/8""",0.625,720472184540,4.55,6.03,7.03,Wood
37-788P,"WWOODS BAYOU BROWN BVL 5/8""",0.625,720472187756,4.56,6.04,7.04,Wood
37-789P,"WWOODS YELLOWSTONE BVL 5/8""",0.625,720472187763,4.55,6.02,7.02,Wood
37-790P,"WWOODS COPPER CREEK BVL 5/8""",0.625,720472187770,4.54,6.02,7.02,Wood
